,endTime,artistName,trackName,msPlayed,UniqueID,In Library,album,track_uri
0,2020-06-04 08:56,Major Lazer,Cold Water (feat. Justin Bieber & MØ),18820,Major Lazer:Cold Water (feat. Justin Bieber & MØ),0,,
1,2020-10-16 05:35,Tiësto,Acordeão,131204,Tiësto:Acordeão,0,,
2,2020-10-16 05:35,Burak Yeter,My Life Is Going On - Burak Yeter Remix,4626,Burak Yeter:My Life Is Going On - Burak Yeter Remix,0,,
3,2020-10-16 05:35,Parx,Fantasy,1570,Parx:Fantasy,0,,
4,2020-10-16 05:35,Gorgon City,Saving My Life,1168,Gorgon City:Saving My Life,0,,
5,2020-10-16 05:42,Flume,Never Be Like You,13950,Flume:Never Be Like You,0,,
6,2020-10-16 05:42,Grafix,Radiance,1649,Grafix:Radiance,0,,
7,2020-10-16 05:42,Sub Focus,Desire (with Dimension),215172,Sub Focus:Desire (with Dimension),0,,
8,2020-10-16 05:45,SAINt JHN,Roses - Imanbek Remix,176840,SAINt JHN:Roses - Imanbek Remix,0,,
9,2020-10-16 05:48,Bakermat,Baianá,180842,Bakermat:Baianá,0,,
10,2020-10-16 05:51,Winona Oak,He Don't Love Me - Gaullin Remix,196636,Winona Oak:He Don't Love Me - Gaullin Remix,0,,
11,2020-10-19 07:37,Long & Junior,Bądź Moją Królową (Radio Edit),6210,Long & Junior:Bądź Moją Królową (Radio Edit),0,,
12,2020-10-19 07:37,Quebonafide,BUBBLETEA,4680,Quebonafide:BUBBLETEA,0,,
13,2020-10-19 07:37,WWO,Sen,5490,WWO:Sen,0,,
14,2020-10-19 07:37,MiłyPan,Melanż,11750,MiłyPan:Melanż,0,,
15,2020-10-19 07:42,Quebonafide,BUBBLETEA,284000,Quebonafide:BUBBLETEA,0,,
16,2020-10-19 07:42,Piotr Rogucki,Hi-Fi - Live,22290,Piotr Rogucki:Hi-Fi - Live,0,,
17,2020-10-19 07:43,WWO,Pamiętacie?,5120,WWO:Pamiętacie?,0,,
18,2020-10-19 07:43,WWO,Sen,14300,WWO:Sen,0,,
19,2020-10-19 07:43,WWO,Pewnego dnia,7550,WWO:Pewnego dnia,0,,
20,2020-10-19 07:43,WWO,Mówisz i masz,4120,WWO:Mówisz i masz,0,,
21,2020-10-19 07:46,WWO,Sen,160000,WWO:Sen,0,,
22,2020-10-19 07:48,WWO,Mówisz i masz,121860,WWO:Mówisz i masz,0,,
23,2020-10-19 10:39,Diplo,Hold You Tight,218232,Diplo:Hold You Tight,0,,
24,2020-10-19 10:42,Major Lazer,Cold Water (feat. Justin Bieber & MØ),185351,Major Lazer:Cold Water (feat. Justin Bieber & MØ),0,,
25,2020-10-19 10:43,Borgeous,Zero Gravity (feat. Lights) - Radio Edit,100306,Borgeous:Zero Gravity (feat. Lights) - Radio Edit,0,,
26,2020-10-19 10:47,DJ Snake,Loco Contigo (feat. J. Balvin & Tyga),185194,DJ Snake:Loco Contigo (feat. J. Balvin & Tyga),0,,
27,2020-10-19 10:51,Mark Ronson,Late Night Feelings (feat. Lykke Li),251028,Mark Ronson:Late Night Feelings (feat. Lykke Li),0,,
28,2020-10-19 10:55,AC Slater,Free Your Soul,282000,AC Slater:Free Your Soul,0,,
29,2020-10-19 11:00,Le Youth,R E A L - Tough Love Remix,254946,Le Youth:R E A L - Tough Love Remix,0,,
30,2020-10-19 11:04,Silk City,Electricity (with Dua Lipa),238173,Silk City:Electricity (with Dua Lipa),0,,
31,2020-10-19 11:09,Motez,Down Like This (feat. Tkay Maidza),292093,Motez:Down Like This (feat. Tkay Maidza),0,,
32,2020-10-19 11:13,FISHER,Losing It,248035,FISHER:Losing It,0,,
33,2020-10-19 11:16,BLR,Taj,218709,BLR:Taj,0,,
34,2020-10-19 11:19,Tiësto,BOOM,179512,Tiësto:BOOM,0,,
35,2020-10-19 11:23,Yellow Claw,Beastmode,192904,Yellow Claw:Beastmode,0,,
36,2020-10-19 11:26,Nicky Romero,Lighthouse - Radio Edit,186562,Nicky Romero:Lighthouse - Radio Edit,1,Running Hits 2015.04,68UBEoNeK9h9DDRCS0vqBf
37,2020-10-19 13:46,The Sponges,Space Funk '75,155528,The Sponges:Space Funk '75,0,,
38,2020-10-20 07:28,Białas,Do Ciebie mówię (Pepsi Taste The Beat),4680,Białas:Do Ciebie mówię (Pepsi Taste The Beat),0,,
39,2020-10-20 07:28,BARANOVSKI,Lubię być z nią,7200,BARANOVSKI:Lubię być z nią,0,,
40,2020-10-20 07:28,Sarius,Żyj jak chcesz (Pepsi Taste The Beat),10980,Sarius:Żyj jak chcesz (Pepsi Taste The Beat),0,,
41,2020-10-20 07:29,Natalia Szroeder,Pestki,37160,Natalia Szroeder:Pestki,0,,
42,2020-10-20 07:29,Tiësto,WOW,9133,Tiësto:WOW,0,,
43,2020-10-20 07:29,Sarius,Nigdy Sam (Pepsi Taste The Beat),8040,Sarius:Nigdy Sam (Pepsi Taste The Beat),0,,
44,2020-10-20 07:29,Armin van Buuren,Turn It Up,7696,Armin van Buuren:Turn It Up,0,,
45,2020-10-20 07:30,Bart B More,Want U So,4870,Bart B More:Want U So,0,,
46,2020-10-20 07:30,Knife Party,Ghost Train - Muzz Remix,1410,Knife Party:Ghost Train - Muzz Remix,0,,
47,2020-10-20 07:55,MOTi,La Verdolaga,155714,MOTi:La Verdolaga,0,,
48,2020-10-20 08:00,S.A.R.S.,Buđav lebac,271773,S.A.R.S.:Buđav lebac,0,,
49,2020-10-20 08:03,Benny Page,Front Left,191719,Benny Page:Front Left,0,,
50,2020-10-20 08:09,Benny Page,Turn Down the Lights,348670,Benny Page:Turn Down the Lights,0,,
51,2020-10-20 08:13,Burak Yeter,My Life Is Going On - Burak Yeter Remix,226278,Burak Yeter:My Life Is Going On - Burak Yeter Remix,0,,
52,2020-10-20 08:16,Disciples,No Worries,208264,Disciples:No Worries,0,,
53,2020-10-20 08:20,FISHER,Losing It,248035,FISHER:Losing It,0,,
54,2020-10-20 08:23,Oliver Heldens,Fire In My Soul,175253,Oliver Heldens:Fire In My Soul,0,,
55,2020-10-20 08:27,Winona Oak,He Don't Love Me - Gaullin Remix,218946,Winona Oak:He Don't Love Me - Gaullin Remix,0,,
56,2020-10-20 08:29,Jude & Frank,La Luna,143040,Jude & Frank:La Luna,0,,
57,2020-10-20 08:32,Don Diablo,"Survive (feat. Emeli Sandé, Gucci Mane)",189426,"Don Diablo:Survive (feat. Emeli Sandé, Gucci Mane)",0,,
58,2020-10-20 08:38,David Guetta,Flames - Leandro Da Silva Remix,345840,David Guetta:Flames - Leandro Da Silva Remix,0,,
59,2020-10-20 08:41,Years & Years,Desire - Zac Samuel Remix,181159,Years & Years:Desire - Zac Samuel Remix,0,,
60,2020-10-20 08:47,Mitch,We Are the People (Remix),356184,Mitch:We Are the People (Remix),0,,
61,2020-10-20 08:51,Murdock,Breathe,247630,Murdock:Breathe,0,,
62,2020-10-20 08:55,Juan Magán,Muñequita Linda,210524,Juan Magán:Muñequita Linda,0,,
63,2020-10-20 09:00,Paul Kalkbrenner,Feed Your Head,346240,Paul Kalkbrenner:Feed Your Head,0,,
64,2020-10-20 09:51,Parx,Fantasy,47839,Parx:Fantasy,0,,
65,2020-10-21 07:14,Major Lazer,Que Calor,169997,Major Lazer:Que Calor,0,,
66,2020-10-21 07:19,Becky Hill,Losing - Icarus Remix,246882,Becky Hill:Losing - Icarus Remix,0,,
67,2020-10-21 07:23,The Six,Unfinished Sympathy (feat. Jasmine Thompson),237480,The Six:Unfinished Sympathy (feat. Jasmine Thompson),1,Running Hits 2015.04,2q8RkxBduttply1L2qF0rJ
68,2020-10-21 07:27,Dynoro,Obsessed - Tiësto Remix,260786,Dynoro:Obsessed - Tiësto Remix,0,,
69,2020-10-21 07:30,Tiësto,Ritual,198995,Tiësto:Ritual,0,,
70,2020-10-21 07:34,Diplo,Boom Bye Bye,226803,Diplo:Boom Bye Bye,1,Europa,4806eVYbm7qkWBT02VvJBr
71,2020-10-21 07:38,Calvin Harris,How Deep Is Your Love,212640,Calvin Harris:How Deep Is Your Love,1,Running Hits 2015.04,2CgK3HST25ZO0EP2yGvzCW
72,2020-10-21 07:41,Steve Angello,Show Me Love - Anevo Remix - Radio Edit,204766,Steve Angello:Show Me Love - Anevo Remix - Radio Edit,0,,
73,2020-10-21 07:44,Andy Grammer,"Honey, I'm Good.",199263,"Andy Grammer:Honey, I'm Good.",0,,
74,2020-10-21 07:48,Damien N-Drix,Inkali,218890,Damien N-Drix:Inkali,0,,
75,2020-10-21 07:51,Walker & Royce,Rave Grave,189614,Walker & Royce:Rave Grave,0,,
76,2020-10-21 07:54,Jubël,On The Beach,188846,Jubël:On The Beach,0,,
77,2020-10-21 07:59,Lookee,Mama Say Mama Sa,297089,Lookee:Mama Say Mama Sa,0,,
78,2020-10-21 08:02,Luke Fono,Everybody Knows,181399,Luke Fono:Everybody Knows,0,,
79,2020-10-21 08:05,Years & Years,Desire - Zac Samuel Remix,181159,Years & Years:Desire - Zac Samuel Remix,0,,
80,2020-10-21 08:08,Deorro,Wild Like The Wind - Benny Benassi & DJ Licious Remix,183954,Deorro:Wild Like The Wind - Benny Benassi & DJ Licious Remix,0,,
81,2020-10-21 08:12,Sunnery James & Ryan Marciano,"Love, Dance And Feel",236458,"Sunnery James & Ryan Marciano:Love, Dance And Feel",0,,
82,2020-10-21 08:17,Major Lazer,Jah No Partial (feat. Flux Pavilion),252840,Major Lazer:Jah No Partial (feat. Flux Pavilion),0,,
83,2020-10-21 08:19,Jude & Frank,La Luna,143040,Jude & Frank:La Luna,0,,
84,2020-10-21 08:24,Diplo,Give Dem (feat. Kah-Lo),327852,Diplo:Give Dem (feat. Kah-Lo),0,,
85,2020-10-21 08:27,EDX,Ubuntu,172920,EDX:Ubuntu,0,,
86,2020-10-21 08:31,Armin van Buuren,Another You,192306,Armin van Buuren:Another You,0,,
87,2020-10-21 08:33,MEDUZA,Piece Of Your Heart,152913,MEDUZA:Piece Of Your Heart,0,,
88,2020-10-21 08:36,Steff da Campo,Why Boy,150005,Steff da Campo:Why Boy,0,,
89,2020-10-21 08:40,Foo Fighters,The Pretender,269373,Foo Fighters:The Pretender,1,Running Hits 2015.04,3jmLLJDF3eWhcmgQYKRoHw
90,2020-10-21 08:43,Jax Jones,All Day And Night,169466,Jax Jones:All Day And Night,0,,
91,2020-10-21 08:45,Toby Green,Smoke,142131,Toby Green:Smoke,0,,
92,2020-10-21 08:49,One Direction,Drag Me Down,192120,One Direction:Drag Me Down,1,Running Hits 2015.04,3AtYBAALKWcqxZs0KEKt4r
93,2020-10-21 08:50,Tiësto,Acordeão,114863,Tiësto:Acordeão,0,,
94,2020-10-21 08:54,Black Caviar,El Camino,185813,Black Caviar:El Camino,0,,
95,2020-10-21 08:57,Jonas Blue,I Wanna Dance,184582,Jonas Blue:I Wanna Dance,0,,
96,2020-10-21 09:00,Topic,Let's Rave,171917,Topic:Let's Rave,0,,
97,2020-10-21 09:03,Example,All Night - Extended Club Version,213000,Example:All Night - Extended Club Version,0,,
98,2020-10-21 09:07,Fedde Le Grand,Cinematic (feat. Denny White) - Radio Edit,235589,Fedde Le Grand:Cinematic (feat. Denny White) - Radio Edit,1,Running Hits 2015.04,4qqAZNu0OMXYMm2wfTpEjM
99,2020-10-21 09:10,Robin Schulz,In Your Eyes (feat. Alida),208222,Robin Schulz:In Your Eyes (feat. Alida),0,,
100,2020-10-21 09:13,Oliver Heldens,Fire In My Soul,175253,Oliver Heldens:Fire In My Soul,0,,
101,2020-10-21 09:17,Matthew Koma,So F**kin' Romantic,229735,Matthew Koma:So F**kin' Romantic,1,Running Hits 2015.04,2kdZZx0qnTcQJ7LszfZxFY
102,2020-10-21 09:20,Drenchill,Freed from Desire (feat. Indiiana),161453,Drenchill:Freed from Desire (feat. Indiiana),0,,
103,2020-10-21 09:23,Panic! At The Disco,High Hopes - Don Diablo Remix,185714,Panic! At The Disco:High Hopes - Don Diablo Remix,0,,
104,2020-10-21 09:26,Dastic,Tequila,185487,Dastic:Tequila,0,,
105,2020-10-21 09:29,Nicky Romero,Lighthouse - Radio Edit,186562,Nicky Romero:Lighthouse - Radio Edit,1,Running Hits 2015.04,68UBEoNeK9h9DDRCS0vqBf
106,2020-10-21 09:33,Black Eyed Peas,RITMO (Bad Boys For Life) - Steve Aoki Remix,231964,Black Eyed Peas:RITMO (Bad Boys For Life) - Steve Aoki Remix,0,,
107,2020-10-21 09:39,Endor,Be With Me (feat. Romany),333626,Endor:Be With Me (feat. Romany),0,,
108,2020-10-21 09:42,Benny Benassi,Inside,176640,Benny Benassi:Inside,0,,
109,2020-10-21 09:45,Mesto,Step Up Your Game,177191,Mesto:Step Up Your Game,0,,
110,2020-10-21 09:48,Yves V,We Got That Cool,213000,Yves V:We Got That Cool,0,,
111,2020-10-21 09:51,Mylky,Can't Wait,197250,Mylky:Can't Wait,0,,
112,2020-10-21 09:54,Major Lazer,Lean On (feat. MØ & DJ Snake),176561,Major Lazer:Lean On (feat. MØ & DJ Snake),0,,
113,2020-10-21 09:57,Regard,Ride It,157605,Regard:Ride It,0,,
114,2020-10-21 10:00,David Guetta,Your Love,185620,David Guetta:Your Love,0,,
115,2020-10-21 10:03,Major Lazer,Que Calor,169997,Major Lazer:Que Calor,0,,
116,2020-10-21 10:07,Becky Hill,Losing - Icarus Remix,246882,Becky Hill:Losing - Icarus Remix,0,,
117,2020-10-21 10:11,The Six,Unfinished Sympathy (feat. Jasmine Thompson),237480,The Six:Unfinished Sympathy (feat. Jasmine Thompson),1,Running Hits 2015.04,2q8RkxBduttply1L2qF0rJ
118,2020-10-21 10:15,Dynoro,Obsessed - Tiësto Remix,260786,Dynoro:Obsessed - Tiësto Remix,0,,
119,2020-10-21 10:19,Tiësto,Ritual,198995,Tiësto:Ritual,0,,
120,2020-10-21 10:23,Diplo,Boom Bye Bye,226803,Diplo:Boom Bye Bye,1,Europa,4806eVYbm7qkWBT02VvJBr
121,2020-10-21 10:26,Calvin Harris,How Deep Is Your Love,212640,Calvin Harris:How Deep Is Your Love,1,Running Hits 2015.04,2CgK3HST25ZO0EP2yGvzCW
122,2020-10-21 10:30,Steve Angello,Show Me Love - Anevo Remix - Radio Edit,204766,Steve Angello:Show Me Love - Anevo Remix - Radio Edit,0,,
123,2020-10-21 10:33,Andy Grammer,"Honey, I'm Good.",199263,"Andy Grammer:Honey, I'm Good.",0,,
124,2020-10-21 10:37,Damien N-Drix,Inkali,218890,Damien N-Drix:Inkali,0,,
125,2020-10-21 10:40,Walker & Royce,Rave Grave,189614,Walker & Royce:Rave Grave,0,,
126,2020-10-21 10:43,Jubël,On The Beach,188846,Jubël:On The Beach,0,,
127,2020-10-21 10:48,Lookee,Mama Say Mama Sa,297089,Lookee:Mama Say Mama Sa,0,,
128,2020-10-21 10:51,Luke Fono,Everybody Knows,181399,Luke Fono:Everybody Knows,0,,
129,2020-10-21 10:54,Years & Years,Desire - Zac Samuel Remix,181159,Years & Years:Desire - Zac Samuel Remix,0,,
130,2020-10-21 10:57,Deorro,Wild Like The Wind - Benny Benassi & DJ Licious Remix,183954,Deorro:Wild Like The Wind - Benny Benassi & DJ Licious Remix,0,,
131,2020-10-21 11:01,Sunnery James & Ryan Marciano,"Love, Dance And Feel",236458,"Sunnery James & Ryan Marciano:Love, Dance And Feel",0,,
132,2020-10-21 11:05,Major Lazer,Jah No Partial (feat. Flux Pavilion),252840,Major Lazer:Jah No Partial (feat. Flux Pavilion),0,,
133,2020-10-21 11:08,Jude & Frank,La Luna,143040,Jude & Frank:La Luna,0,,
134,2020-10-21 11:13,Diplo,Give Dem (feat. Kah-Lo),327852,Diplo:Give Dem (feat. Kah-Lo),0,,
135,2020-10-21 11:16,EDX,Ubuntu,172920,EDX:Ubuntu,0,,
136,2020-10-21 11:19,Armin van Buuren,Another You,192306,Armin van Buuren:Another You,0,,
137,2020-10-21 11:22,MEDUZA,Piece Of Your Heart,152913,MEDUZA:Piece Of Your Heart,0,,
138,2020-10-21 11:24,Steff da Campo,Why Boy,150005,Steff da Campo:Why Boy,0,,
139,2020-10-21 11:29,Foo Fighters,The Pretender,269373,Foo Fighters:The Pretender,1,Running Hits 2015.04,3jmLLJDF3eWhcmgQYKRoHw
140,2020-10-21 11:31,Jax Jones,All Day And Night,169466,Jax Jones:All Day And Night,0,,
141,2020-10-21 19:23,Toby Green,Smoke,87181,Toby Green:Smoke,0,,
142,2020-10-25 08:02,Major Lazer,Hell and High Water,28182,Major Lazer:Hell and High Water,0,,
143,2020-10-25 08:02,Major Lazer,Sun Comes Up,8971,Major Lazer:Sun Comes Up,0,,
144,2020-10-25 08:02,Major Lazer,Que Calor,3740,Major Lazer:Que Calor,0,,
145,2020-10-25 08:02,Major Lazer,Trigger,5126,Major Lazer:Trigger,0,,
146,2020-10-25 08:03,Major Lazer,Hell and High Water,1818,Major Lazer:Hell and High Water,0,,
147,2020-10-25 08:03,Major Lazer,Hell and High Water,13280,Major Lazer:Hell and High Water,0,,
148,2020-10-25 08:03,Major Lazer,Sun Comes Up,633,Major Lazer:Sun Comes Up,0,,
149,2020-10-25 08:03,Major Lazer,Sun Comes Up,290,Major Lazer:Sun Comes Up,0,,
150,2020-10-25 08:03,Major Lazer,Sun Comes Up,1023,Major Lazer:Sun Comes Up,0,,
151,2020-10-25 08:03,Major Lazer,Oh My Gawd,15186,Major Lazer:Oh My Gawd,0,,
152,2020-10-25 08:03,Major Lazer,Oh My Gawd,1420,Major Lazer:Oh My Gawd,0,,
153,2020-10-25 08:03,Major Lazer,Bam Bam,6600,Major Lazer:Bam Bam,0,,
154,2020-10-25 08:03,Major Lazer,Bam Bam,0,Major Lazer:Bam Bam,0,,
155,2020-10-25 08:03,Major Lazer,Tiny,5642,Major Lazer:Tiny,0,,
156,2020-10-25 08:03,Major Lazer,Tiny,0,Major Lazer:Tiny,0,,
157,2020-10-25 08:07,Major Lazer,Tiny,257395,Major Lazer:Tiny,0,,
158,2020-10-25 08:10,Major Lazer,Oh My Gawd,180000,Major Lazer:Oh My Gawd,0,,
159,2020-10-25 08:13,Major Lazer,Trigger,170981,Major Lazer:Trigger,0,,
160,2020-10-25 08:17,Major Lazer,Lay Your Head On Me,199895,Major Lazer:Lay Your Head On Me,0,,
161,2020-10-25 08:20,Major Lazer,Can't Take It From Me,175866,Major Lazer:Can't Take It From Me,0,,
162,2020-10-25 08:32,Major Lazer,Rave de Favela,101341,Major Lazer:Rave de Favela,0,,
163,2020-10-25 09:10,Major Lazer,Rave de Favela,52939,Major Lazer:Rave de Favela,0,,
164,2020-10-25 09:13,Major Lazer,QueLoQue,144711,Major Lazer:QueLoQue,0,,
165,2020-10-25 09:14,Major Lazer,Lay Your Head On Me,2282,Major Lazer:Lay Your Head On Me,0,,
166,2020-10-25 09:14,Major Lazer,Rave de Favela,23,Major Lazer:Rave de Favela,0,,
167,2020-10-25 09:14,Major Lazer,Can't Take It From Me,629,Major Lazer:Can't Take It From Me,0,,
168,2020-10-25 09:14,Major Lazer,Jadi Buti,52782,Major Lazer:Jadi Buti,0,,
169,2020-10-25 09:14,Major Lazer,QueLoQue,924,Major Lazer:QueLoQue,0,,
170,2020-10-25 09:17,Major Lazer,Can't Take It From Me,175866,Major Lazer:Can't Take It From Me,0,,
171,2020-10-25 09:22,Major Lazer,Rave de Favela,233943,Major Lazer:Rave de Favela,0,,
172,2020-10-25 09:25,Major Lazer,QueLoQue,165176,Major Lazer:QueLoQue,0,,
173,2020-10-25 09:28,Major Lazer,Jadi Buti,163846,Major Lazer:Jadi Buti,0,,
174,2020-10-25 09:31,Major Lazer,Que Calor,169997,Major Lazer:Que Calor,0,,
175,2020-10-25 09:32,Major Lazer,Hell and High Water,91856,Major Lazer:Hell and High Water,0,,
176,2020-10-29 06:40,Major Lazer,Hell and High Water,24951,Major Lazer:Hell and High Water,0,,
177,2020-10-29 06:43,Major Lazer,Hell and High Water,139054,Major Lazer:Hell and High Water,0,,
178,2020-10-29 06:46,Major Lazer,Sun Comes Up,159870,Major Lazer:Sun Comes Up,0,,
179,2020-10-29 06:49,Major Lazer,Bam Bam,153600,Major Lazer:Bam Bam,0,,
180,2020-10-29 06:52,Major Lazer,Tiny,202434,Major Lazer:Tiny,0,,
181,2020-10-29 06:55,Major Lazer,Oh My Gawd,180000,Major Lazer:Oh My Gawd,0,,
182,2020-10-29 07:00,Major Lazer,Lay Your Head On Me,13291,Major Lazer:Lay Your Head On Me,0,,
183,2020-10-29 07:00,Major Lazer,Trigger,170981,Major Lazer:Trigger,0,,
184,2020-10-29 07:03,Major Lazer,Can't Take It From Me,175866,Major Lazer:Can't Take It From Me,0,,
185,2020-10-29 07:05,Major Lazer,Rave de Favela,154153,Major Lazer:Rave de Favela,0,,
186,2020-10-29 07:06,Major Lazer,QueLoQue,26026,Major Lazer:QueLoQue,0,,
187,2020-10-29 07:08,Major Lazer,Jadi Buti,163846,Major Lazer:Jadi Buti,0,,
188,2020-10-29 07:11,Major Lazer,Hell and High Water,9025,Major Lazer:Hell and High Water,0,,
189,2020-10-29 07:11,Major Lazer,Que Calor,169997,Major Lazer:Que Calor,0,,
190,2020-10-29 07:14,Major Lazer,Sun Comes Up,159870,Major Lazer:Sun Comes Up,0,,
191,2020-10-29 07:17,Major Lazer,Bam Bam,153600,Major Lazer:Bam Bam,0,,
192,2020-10-29 07:17,Major Lazer,Tiny,50731,Major Lazer:Tiny,0,,
193,2020-10-29 07:26,Major Lazer,Tiny,142615,Major Lazer:Tiny,0,,
194,2020-10-29 13:34,Major Lazer,Oh My Gawd,11295,Major Lazer:Oh My Gawd,0,,
195,2020-10-29 13:34,Major Lazer,Tiny,9088,Major Lazer:Tiny,0,,
196,2020-10-30 10:38,Paluch,Kaszel,85531,Paluch:Kaszel,0,,
197,2020-11-01 08:30,Major Lazer,Sun Comes Up,1677,Major Lazer:Sun Comes Up,0,,
198,2020-11-01 08:30,Wiley,Boasty (feat. Idris Elba) - Conducta Remix,1800,Wiley:Boasty (feat. Idris Elba) - Conducta Remix,0,,
199,2020-11-01 08:30,Keanu Silva,King Of My Castle - Don Diablo Edit,1246,Keanu Silva:King Of My Castle - Don Diablo Edit,0,,
200,2020-11-01 08:30,Paul Kalkbrenner,Absynthe,6936,Paul Kalkbrenner:Absynthe,1,Berlin Calling (The Soundtrack by Paul Kalkbrenner),6L1VjQdgKdu6IU6RmxtfTh
201,2020-11-01 08:33,Federico Scavo,Blow It - Radio Edit,184218,Federico Scavo:Blow It - Radio Edit,0,,
202,2020-11-01 08:39,David Guetta,Flames - Leandro Da Silva Remix,345840,David Guetta:Flames - Leandro Da Silva Remix,0,,
203,2020-11-01 08:41,Lucky Luke,F.E.E.L.,112576,Lucky Luke:F.E.E.L.,0,,
204,2020-11-01 08:43,MOTi,La Verdolaga,155714,MOTi:La Verdolaga,0,,
205,2020-11-01 08:46,The Six,Unfinished Sympathy (feat. Jasmine Thompson),144203,The Six:Unfinished Sympathy (feat. Jasmine Thompson),1,Running Hits 2015.04,2q8RkxBduttply1L2qF0rJ
206,2020-11-01 08:46,Luke Fono,Everybody Knows,6514,Luke Fono:Everybody Knows,0,,
207,2020-11-01 08:48,Major Lazer,Hell and High Water,23,Major Lazer:Hell and High Water,0,,
208,2020-11-01 08:48,Tiësto,Acordeão,131204,Tiësto:Acordeão,0,,
209,2020-11-01 08:48,Paul Kalkbrenner,Revolte,18120,Paul Kalkbrenner:Revolte,1,Berlin Calling (The Soundtrack by Paul Kalkbrenner),7xwxw7GRdncmJLw82T2Ege
210,2020-11-01 08:49,Oliver Heldens,Fire In My Soul,1253,Oliver Heldens:Fire In My Soul,0,,
211,2020-11-01 08:49,Kygo,Happy Now - R3HAB Remix,183,Kygo:Happy Now - R3HAB Remix,0,,
212,2020-11-01 08:49,Calippo,We'll Be Heard,352,Calippo:We'll Be Heard,0,,
213,2020-11-01 08:49,Diplo,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",893,"Diplo:Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",0,,
214,2020-11-01 08:50,Sunnery James & Ryan Marciano,"Love, Dance And Feel",5452,"Sunnery James & Ryan Marciano:Love, Dance And Feel",0,,
215,2020-11-01 08:50,Paul Kalkbrenner,Torted,71585,Paul Kalkbrenner:Torted,1,Berlin Calling (The Soundtrack by Paul Kalkbrenner),5ZaR3CHzHjiyDBIT3vkqHp
216,2020-11-01 08:52,Tchami,Adieu (Chace Remix),146726,Tchami:Adieu (Chace Remix),0,,
217,2020-11-01 08:53,Mark Ronson,Late Night Feelings (feat. Lykke Li),23135,Mark Ronson:Late Night Feelings (feat. Lykke Li),0,,
218,2020-11-03 06:48,Mark Ronson,Late Night Feelings (feat. Lykke Li),4162,Mark Ronson:Late Night Feelings (feat. Lykke Li),0,,
219,2020-11-03 06:48,Erik Hassle,No Words - The Knocks Remix,1138,Erik Hassle:No Words - The Knocks Remix,1,Running Hits 2015.04,7c9Evh1HBBrPwFEdlSsMtQ
220,2020-11-03 06:48,Halsey,Alone (Calvin Harris Remix) (Feat. Stefflon Don),826,Halsey:Alone (Calvin Harris Remix) (Feat. Stefflon Don),0,,
221,2020-11-03 06:48,Sam Feldt,Sensational - Zonderling Remix,842,Sam Feldt:Sensational - Zonderling Remix,0,,
222,2020-11-03 06:48,Matthew Koma,So F**kin' Romantic,23,Matthew Koma:So F**kin' Romantic,1,Running Hits 2015.04,2kdZZx0qnTcQJ7LszfZxFY
223,2020-11-03 06:48,Tujamo,Drop That Low (When I Dip),3360,Tujamo:Drop That Low (When I Dip),0,,
224,2020-11-03 06:49,Topic,Let's Rave,4028,Topic:Let's Rave,0,,
225,2020-11-03 06:49,MEDUZA,Piece Of Your Heart,1203,MEDUZA:Piece Of Your Heart,0,,
226,2020-11-03 06:51,EDX,Ubuntu,172920,EDX:Ubuntu,0,,
227,2020-11-03 06:55,Kollektiv Turmstrasse,Affekt - Original,127,Kollektiv Turmstrasse:Affekt - Original,0,,
228,2020-11-03 06:55,Dimitri Vegas & Like Mike,Instagram,184558,Dimitri Vegas & Like Mike:Instagram,0,,
229,2020-11-03 06:55,TØAK,Feeling Me,1203,TØAK:Feeling Me,0,,
230,2020-11-03 06:55,Paul Kalkbrenner,Moob,0,Paul Kalkbrenner:Moob,1,Berlin Calling (The Soundtrack by Paul Kalkbrenner),4Cnox72W4z4zRIiYNb5Cbt
231,2020-11-03 06:55,Paul Kalkbrenner,Aaron,842,Paul Kalkbrenner:Aaron,1,Berlin Calling (The Soundtrack by Paul Kalkbrenner),3HapsrNmCcEo201ukHqKgw
232,2020-11-03 06:55,Years & Years,Desire - Zac Samuel Remix,23,Years & Years:Desire - Zac Samuel Remix,0,,
233,2020-11-03 06:55,99 Souls,The Girl Is Mine,813,99 Souls:The Girl Is Mine,0,,
234,2020-11-03 06:55,Oliver Heldens,Riverside 2099,870,Oliver Heldens:Riverside 2099,0,,
235,2020-11-03 06:55,Regard,Ride It,677,Regard:Ride It,0,,
236,2020-11-03 06:55,EDX,SILLAGE,828,EDX:SILLAGE,0,,
237,2020-11-03 06:55,Ofenbach,Be Mine,934,Ofenbach:Be Mine,0,,
238,2020-11-03 06:55,Paul Kalkbrenner,Cloud Rider,0,Paul Kalkbrenner:Cloud Rider,1,Running Hits 2015.04,4DlLorKEq4cDC5QpO7vNhD
239,2020-11-03 06:55,Phantoms,Designs For You - Will Clarke Remix,353,Phantoms:Designs For You - Will Clarke Remix,0,,
240,2020-11-03 06:55,BLR,Cordoba,11490,BLR:Cordoba,0,,
241,2020-11-03 06:55,MEDUZA,Born To Love (feat. SHELLS),1502,MEDUZA:Born To Love (feat. SHELLS),0,,
242,2020-11-03 06:55,Luke Fono,Everybody Knows,23,Luke Fono:Everybody Knows,0,,
